<p style="text-align:justify;">Quản lý tích hợp là:</p>	Tích hợp tất cả các lĩnh vực trong quản lý dự án và các tác động qua lại giữa chúng.	Tích hợp 4 lĩnh vực hỗ trợ trong quản lý dự án và các tác động qua lại giữa chúng.	Tích hợp 4 lĩnh vực chính trong quản lý dự án và các tác động qua lại giữa chúng.	Tích hợp 4 lĩnh vực chính trong quản lý dự án và các tác động qua lại giữa chúng, Tích hợp 4 lĩnh vực hỗ trợ trong quản lý dự án và các tác động qua lại giữa chúng và Tích hợp tất cả các lĩnh vực trong quản lý dự án và các tác động qua lại giữa chúng đều sai.	Tích hợp 4 lĩnh vực hỗ trợ trong quản lý dự án và các tác động qua lại giữa chúng.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 2. Quản lý tích hợp dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Tích hợp 4 lĩnh vực hỗ trợ trong quản lý dự án và các tác động qua lại giữa chúng.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 2. Quản lý tích hợp dự án phần mềm.</p>
<p style="text-align:justify;">......... là quá trình xem xét tất cả các đề xuất thay đổi, phê duyệt các đề xuất thay đổi và thực hiện các thay đổi.</p>	Quản lý rủi ro	Quản lý yêu cầu.	Quản lý thay đổi tích hợp.	Quản lý thay đổi.	Quản lý thay đổi tích hợp.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 2. Quản lý tích hợp dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Quản lý thay đổi tích hợp.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 2. Quản lý tích hợp dự án phần mềm.</p>
<p style="text-align:justify;">Khái niệm nào gồm tất cả các giai đoạn phát triển của một dự án phần mềm?</p>	Chu kỳ sống.	Mô hình phát triển.	Tiến trình dự án.	Thời gian.	Chu kỳ sống.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 2. Quản lý tích hợp dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Chu kỳ sống.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 2. Quản lý tích hợp dự án phần mềm.</p>
<p style="text-align:justify;">Khi nào người quản lý dự án nên được phân công quản lý dự án?</p>	Một khi ngân sách được hoạch định.	Khi các hợp đồng được ký kết.	Trong giai đoạn khởi động dự án.	Trong khoảng thời gian phân tích rủi ro.	Trong giai đoạn khởi động dự án.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 2. Quản lý tích hợp dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Trong giai đoạn khởi động dự án.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 2. Quản lý tích hợp dự án phần mềm.</p>
<p style="text-align:justify;">Khi nào đề xuất thay đổi của các bên liên quan được thực hiện?</p>	Khi đề xuất là của đội dự án.	Khi được phê duyệt.	Khi đề xuất là của người quản lý dự án.	Khi đề xuất là của khách hàng.	Khi được phê duyệt.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 2. Quản lý tích hợp dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khi được phê duyệt.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 2. Quản lý tích hợp dự án phần mềm.</p>
<p style="text-align:justify;">Thứ tự đúng của các giai đoạn trong quy trình phát triển dự án phần mềm:</p>	Đặc tả, phân tích, thiết kế, thực hiện, phát hành.	Đặc tả, thiết kế, phân tích, thực hiện, phát hành.	Đặc tả, phân tích, thực hiện, thiết kế, phát hành.	Đặc tả, thiết kế, thực hiện, phân tích, phát hành.	Đặc tả, phân tích, thiết kế, thực hiện, phát hành.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Đặc tả, phân tích, thiết kế, thực hiện, phát hành.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>
<p style="text-align:justify;">Phát biểu nào sau đây là đặc trưng của phần mềm?</p>	Phần mềm sẽ thoái hóa theo thời gian.	Phần mềm được phát triển theo đơn đặt hàng.	Phần mềm sẽ hư hỏng theo thời gian.	Phần mềm được chế tạo theo nghĩa cổ điển.	Phần mềm sẽ thoái hóa theo thời gian.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Phần mềm sẽ thoái hóa theo thời gian.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>
<p style="text-align:justify;">Trong các bên có liên quan đến dự án phần mềm, bên nào có vai trò quan trọng nhất quyết định sự thành công của dự án?</p>	Khách hàng.	Quản lý cấp cao.	Người quản lý dự án.	Nhà tài trợ.	Người quản lý dự án.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Người quản lý dự án.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>
<p style="text-align:justify;">Quản lý dự án phần mềm là:</p>	Khả năng quản lý một chuỗi công việc theo thứ tự thời gian với khoảng thời gian và ngân sách nhất định.	Khả năng hoàn thành một phần mềm trong khoảng thời gian nhất định.	Khả năng quản lý và nỗ lực tạm thời để tạo ra một phần mềm duy nhất với khoảng thời gian và ngân sách nhất định.	Khả năng hoàn thành một phần mềm với khoản ngân sách nhất định.	Khả năng quản lý và nỗ lực tạm thời để tạo ra một phần mềm duy nhất với khoảng thời gian và ngân sách nhất định.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khả năng quản lý và nỗ lực tạm thời để tạo ra một phần mềm duy nhất với khoảng thời gian và ngân sách nhất định.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>
<p style="text-align:justify;">Hoạt động nào sau đây KHÔNG PHẢI là một hoạt động đặc thù của người quản lý dự án?</p>	Theo dõi và giám sát tiến độ dự án.	Lập các kế hoạch cho dự án.	Lập kế hoạch tiến độ cho dự án.	Kiểm soát công việc dự án.	Kiểm soát công việc dự án.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Kiểm soát công việc dự án.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>
<p style="text-align:justify;">Yếu tố nào sau đây KHÔNG PHẢI là một trong các ràng buộc của quản lý dự án?</p>	Con người.	Chi phí.	Phạm vi.	Thời gian.	Con người.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Con người.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>
<p style="text-align:justify;">Một dự án chỉ được tiến hành khi đáp ứng đầy đủ các yêu cầu nào sau đây?</p>	Mục tiêu, yêu cầu của khách hàng, ngân sách, kế hoạch thực hiện, kết quả mong đợi.	Mục tiêu, yêu cầu của khách hàng, ngân sách, giải pháp thực hiện, kết quả mong đợi.	Mục tiêu, yêu cầu của khách hàng, ngân sách, công nghệ thực hiện, kết quả mong đợi.	Mục tiêu, yêu cầu của khách hàng, ngân sách, thời gian thực hiện, kết quả mong đợi.	Mục tiêu, yêu cầu của khách hàng, ngân sách, giải pháp thực hiện, kết quả mong đợi.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Mục tiêu, yêu cầu của khách hàng, ngân sách, giải pháp thực hiện, kết quả mong đợi.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>
<p style="text-align:justify;">Chọn phát biểu đúng về dự án?</p>	Dự án là một sản phẩm tạm thời được tiến hành để tạo ra một nỗ lực hoặc dịch vụ duy nhất.	Dự án là một nỗ lực tạm thời được tiến hành để tạo ra một sản phẩm hoặc dịch vụ duy nhất.	Dự án là một nỗ lực duy nhất để tạo ra một dịch vụ tạm thời.	Dự án là một dịch vụ duy nhất được tiến hành để tạo ra một sản phẩm tạm thời.	Dự án là một nỗ lực tạm thời được tiến hành để tạo ra một sản phẩm hoặc dịch vụ duy nhất.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Dự án là một nỗ lực tạm thời được tiến hành để tạo ra một sản phẩm hoặc dịch vụ duy nhất.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>
<p style="text-align:justify;">Quản lý dự án là:</p>	Khả năng quản lý một chuỗi công việc theo thứ tự thời gian với khoảng thời gian và ngân sách nhất định.	Khả năng hoàn thành một công việc trong khoảng thời gian nhất định.	Khả năng quản lý và nỗ lực tạm thời để tạo ra một sản phẩm hay dịch vụ duy nhất với khoảng thời gian và ngân sách nhất định.	Khả năng hoàn thành một công việc với khoản ngân sách nhất định.	Khả năng quản lý và nỗ lực tạm thời để tạo ra một sản phẩm hay dịch vụ duy nhất với khoảng thời gian và ngân sách nhất định.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khả năng quản lý và nỗ lực tạm thời để tạo ra một sản phẩm hay dịch vụ duy nhất với khoảng thời gian và ngân sách nhất định.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>
<p style="text-align:justify;">Sắp xếp theo thứ tự hợp lý cho các nhóm quy trình trong quản lý dự án phần mềm:</p>	Khởi động, thực hiện, lập kế hoạch, theo dõi và giám sát, kết thúc.	Khởi động, lập kế hoạch, theo dõi và giám sát, thực hiện, kết thúc.	Khởi động, theo dõi và giám sát, thực hiện, lập kế hoạch, kết thúc.	Khởi động, lập kế hoạch, thực hiện, theo dõi và giám sát, kết thúc.	Khởi động, lập kế hoạch, thực hiện, theo dõi và giám sát, kết thúc.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khởi động, lập kế hoạch, thực hiện, theo dõi và giám sát, kết thúc.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>
<p style="text-align:justify;">Kế hoạch thực hiện dự án cung cấp ......... cho việc xác định và kiểm soát những thay đổi.</p>	kỹ thuật.	đường cơ sở.	hướng dẫn.	quy trình.	đường cơ sở.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 2. Quản lý tích hợp dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: đường cơ sở.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 2. Quản lý tích hợp dự án phần mềm.</p>
<p style="text-align:justify;">Phát triển điều lệ dự án thuộc nhóm quy trình nào?</p>	Nghiên cứu khả thi.	Khởi động dự án.	Xác định dự án	Lập kế hoạch dự án.	Khởi động dự án.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 2. Quản lý tích hợp dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khởi động dự án.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 2. Quản lý tích hợp dự án phần mềm.</p>
<p style="text-align:justify;">Khái niệm nào gồm tất cả các giai đoạn phát triển của một dự án phần mềm?</p>	Thời gian.	Mô hình phát triển.	Chu kỳ sống.	Tiến trình dự án.	Chu kỳ sống.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 2. Quản lý tích hợp dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Chu kỳ sống.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 2. Quản lý tích hợp dự án phần mềm.</p>
<p style="text-align:justify;">Khi nào người quản lý dự án nên được phân công quản lý dự án?</p>	Trong khoảng thời gian phân tích rủi ro.	Một khi ngân sách được hoạch định.	Khi các hợp đồng được ký kết.	Trong giai đoạn khởi động dự án.	Trong giai đoạn khởi động dự án.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 2. Quản lý tích hợp dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Trong giai đoạn khởi động dự án.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 2. Quản lý tích hợp dự án phần mềm.</p>
<p style="text-align:justify;">......... là quá trình xem xét tất cả các đề xuất thay đổi, phê duyệt các đề xuất thay đổi và thực hiện các thay đổi.</p>	Quản lý yêu cầu.	Quản lý thay đổi.	Quản lý thay đổi tích hợp.	Quản lý rủi ro	Quản lý thay đổi tích hợp.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 2. Quản lý tích hợp dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Quản lý thay đổi tích hợp.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 2. Quản lý tích hợp dự án phần mềm.</p>
<p style="text-align:justify;">Phạm vi dự án là:</p>	Ranh giới giữa các công việc cần phải thực hiện để dự án đạt được mục tiêu.	Những công việc không thuộc về dự án.	Các công việc được tiến hành trước khi dự án bắt đầu	Những công việc cần phải thực hiện để dự án đạt được mục tiêu.	Những công việc cần phải thực hiện để dự án đạt được mục tiêu.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 3. Quản lý phạm vi dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Những công việc cần phải thực hiện để dự án đạt được mục tiêu.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 3. Quản lý phạm vi dự án phần mềm.</p>
<p style="text-align:justify;">Yếu tố nào sau đây KHÔNG PHẢI là đầu vào của hoạt động xây dựng WBS của dự án phần mềm?</p>	Báo cáo yêu cầu.	Báo cáo nghiên cứu khả thi.	Quy trình phát triển phần mềm.	Báo cáo phạm vi dự án.	Báo cáo nghiên cứu khả thi.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 3. Quản lý phạm vi dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Báo cáo nghiên cứu khả thi.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 3. Quản lý phạm vi dự án phần mềm.</p>
<p style="text-align:justify;">Yếu tố nào sau đây KHÔNG PHẢI là đặc trưng của WBS?</p>	Không nêu cách thức thực hiện công việc.	Có hướng đi từ trên xuống.	Có hướng đi từ dưới lên.	Được chia thành nhiều mức.	Có hướng đi từ dưới lên.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 3. Quản lý phạm vi dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Có hướng đi từ dưới lên.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 3. Quản lý phạm vi dự án phần mềm.</p>
<p style="text-align:justify;">Tiêu chí quan trọng nào được nhắc đến trong báo cáo quản lý phạm vi?</p>	Chất lượng.	Kinh phí.	Hoàn tất.	Lịch trình.	Hoàn tất.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 3. Quản lý phạm vi dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Hoàn tất.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 3. Quản lý phạm vi dự án phần mềm.</p>
<p style="text-align:justify;">Khuyết điểm của kỹ thuật thu thập yêu cầu phần mềm thông qua xem xét phần mềm hiện có là:</p>	Cần nhiều chi phí để để thu thập thông tin từ nhật ký	Thông tin thu được từ nhật ký sẽ không khách quan.	Thông tin từ nhật ký có thể chưa cập nhật kịp thời.	Cần nhiều thời gian để thu thập thông tin từ nhật ký.	Thông tin từ nhật ký có thể chưa cập nhật kịp thời.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 3. Quản lý phạm vi dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Thông tin từ nhật ký có thể chưa cập nhật kịp thời.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 3. Quản lý phạm vi dự án phần mềm.</p>
<p style="text-align:justify;">Kỹ thuật thu thập yêu cầu phần mềm nào hiệu quả nhất nhưng cần rất nhiều thời gian để thực hiện?</p>	Xem xét phần mềm hiện có.	Phỏng vấn.	Ấn định công việc tạm thời.	Họp nhóm.	Phỏng vấn.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 3. Quản lý phạm vi dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Phỏng vấn.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 3. Quản lý phạm vi dự án phần mềm.</p>
<p style="text-align:justify;">Phạm vi dự án phần mềm KHÔNG đề cập đến:</p>	Các công việc liên quan đến việc tạo ra sản phẩm phần mềm.	Các kỹ thuật được sử dụng để tạo ra sản phẩm phần mềm.	Các quá trình được sử dụng để tạo ra sản phẩm phần mềm.	Thời gian và chi phí phát triển phầm mềm.	Thời gian và chi phí phát triển phầm mềm.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 3. Quản lý phạm vi dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Thời gian và chi phí phát triển phầm mềm.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 3. Quản lý phạm vi dự án phần mềm.</p>
<p style="text-align:justify;">Quản lý phạm vi dự án phần mềm KHÔNG bao gồm các hoạt động nào?</p>	Thiết kế và xây dựng phần mềm.	Xây dựng cấu trúc phân chia công việc.	Thu thập yêu cầu và xác định phạm vi.	Xác nhận và kiểm tra phạm vi.	Thiết kế và xây dựng phần mềm.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 3. Quản lý phạm vi dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Thiết kế và xây dựng phần mềm.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 3. Quản lý phạm vi dự án phần mềm.</p>
<p style="text-align:justify;">Quản lý phạm vi dự án là:</p>	Các quy trình kiểm soát những công việc của dự án và những công việc không thuộc dự án.	Các quy trình xác định những công việc của dự án và những công việc không thuộc dự án.	Các quy trình xác định và kiểm soát những kế hoạch thực hiện dự án.	Các quy trình xác định và kiểm soát những công việc của dự án và những công việc không thuộc dự án.	Các quy trình xác định và kiểm soát những công việc của dự án và những công việc không thuộc dự án.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 3. Quản lý phạm vi dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Các quy trình xác định và kiểm soát những công việc của dự án và những công việc không thuộc dự án.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 3. Quản lý phạm vi dự án phần mềm.</p>
