<p style="text-align:justify;">$m = array('a'=&gt;'1', 'b'=&gt;'2');</p><p style="text-align:justify;">echo $m['a'];</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	Lỗi chương trình.	1	b	a	1	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 1</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: value của a là 1.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$name = 'a|b|c|d';</p><p style="text-align:justify;">$name1 = explode('|', $name);</p><p style="text-align:justify;">$name2 = implode(' ', $name1);</p><p style="text-align:justify;">echo $name2;</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	Lỗi chương trình.	a|b|c|d	a b c d	abcd	a b c d<p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Phá vỡ chuỗi sau đó in ra.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: a b c d</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Phá vỡ chuỗi sau đó in ra.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$a = 5;</p><p style="text-align:justify;">$mess = "Gia tri cua a la: $a";</p><p style="text-align:justify;">echo substr($mess, 0, 3);</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	Lỗi chương trình.	Gia	la: 5	Gia tri cua a la: 5	Gia	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Gia</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Lấy 3 ký tự đầu.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$a = 5;</p><p style="text-align:justify;">$mess =&nbsp; 'Gia tri cua a la: $a';</p><p style="text-align:justify;">echo $mess;</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	Lỗi chương trình.	Gia tri cua a la: 5	5	Gia tri cua a la: $a	Gia tri cua a la: $a<p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: In ra chuỗi $mess</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Gia tri cua a la: $a</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: In ra chuỗi $mess</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$now = mktime(1, 2, 3, 4, 5, 2012);</p><p style="text-align:justify;">$date = getdate($now);</p><p style="text-align:justify;">$a = $date['month'];</p><p style="text-align:justify;">echo $a;</p><p style="text-align:justify;">Kết quả hiện ra màn hình là gì?</p>	NULL	April	2	Lỗi chương trình.	April	<p><span style="font-weight: bold;">Đáp án đúng là</span>: April</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: In ra giá trị của tham số tháng.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$m = array('a', 'b', 'c', 'd');</p><p style="text-align:justify;">echo array_pop($m);</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	a	d	NULL	Lỗi chương trình.	d<p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: array_pop in ra phần tử cuối cùng.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: d</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: array_pop in ra phần tử cuối cùng.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$a = 5;</p><p style="text-align:justify;">$mess = "\xa9Gia tri cua a la: $a";</p><p style="text-align:justify;">echo $mess;</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	©Gia tri cua a la: 5	\xa9Gia tri cua a la: 5	\xa9Gia tri cua a la: $a	©5	©Gia tri cua a la: 5	<p><span style="font-weight: bold;">Đáp án đúng là</span>: ©Gia tri cua a la: 5</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Truyền biến $a vào $mess</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$name = 'a|b|c|d';</p><p style="text-align:justify;">$name1 = explode('|', $name);</p><p style="text-align:justify;">$name2 = implode(' ', $name);</p><p style="text-align:justify;">echo $name2;</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	a|b|c|d	Lỗi chương trình hoặc warning.	a b c d	abcd	Lỗi chương trình hoặc warning.<p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Không truyền đủ tham số ở implode.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Lỗi chương trình hoặc warning.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Không truyền đủ tham số ở implode.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">Giả sử hiện tại là 1:04:06 sáng ngày 18/02/2012</p><p style="text-align:justify;">$now = strtotime('-2 hour');</p><p style="text-align:justify;">$date = getdate($now);</p><p style="text-align:justify;">$a = $date['day'];</p><p style="text-align:justify;">echo $a;</p><p style="text-align:justify;">Kết quả hiện ra màn hình là gì?</p>	23	18/2/2012	17	Lỗi chương trình hoặc cảnh báo.	Lỗi chương trình hoặc cảnh báo.<p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Chưa định nghĩa biến day.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Lỗi chương trình hoặc cảnh báo.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Chưa định nghĩa biến day.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$a = 5;</p><p style="text-align:justify;">$mess =&nbsp; "\xa9Gia tri cua a la: $a";</p><p style="text-align:justify;">echo html($mess);</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	©Gia tri cua a la: 5	Lỗi chương trình.	©Gia tri cua a la: $a	©5	Lỗi chương trình.<p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Không có hàm html.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Lỗi chương trình.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Không có hàm html.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
